g_us,delta_Vus,tau_us,regime_A,regime_B,spike_count_A,spike_count_B,mean_spikes_per_burst_A,mean_spikes_per_burst_B,duty_cycle_A,duty_cycle_B,interburst_freq_A,interburst_freq_B,intraburst_freq_A,intraburst_freq_B
0.007222222222222222,1.9777777777777779,300.0,bursting,bursting,81,90,20.25,18.0,0.3055492366937528,0.300681175475619,0.40850522747996987,0.48423381564832535,26.79602607899759,27.170790760752457
0.007222222222222222,1.9777777777777779,316.6666666666667,bursting,bursting,76,85,19.0,17.0,0.29043950367232024,0.28364865137569467,0.41785810535168105,0.49442493692117784,26.87900588584159,27.414664724207093
0.007222222222222222,1.9777777777777779,333.33333333333337,bursting,bursting,72,81,18.0,16.2,0.27516344000422993,0.27296898091512023,0.42226515135165804,0.4980218798866926,26.991147860643103,27.442509032364175
0.007222222222222222,1.9777777777777779,350.0,bursting,bursting,78,70,15.6,14.0,0.2762319907229915,0.2603157507200436,0.4979304290350029,0.5775059908412267,26.560546287469347,27.18895865095365
0.007222222222222222,2.088888888888889,200.0,tonic_spiking,tonic_spiking,19,192,19.0,192.0,,,,,26.5417391954398,20.79354501648801
0.007222222222222222,2.088888888888889,216.66666666666666,tonic_spiking,tonic_spiking,17,175,17.0,175.0,,,,,26.822138898603534,19.17452243625396
0.007222222222222222,2.088888888888889,233.33333333333334,bursting,bursting,99,86,24.75,17.2,0.34182255655816585,0.3240687253280209,0.3770073147227114,0.45716631608470404,26.912328152093746,27.268596313042153
0.007222222222222222,2.088888888888889,250.0,bursting,bursting,91,93,22.75,18.6,0.335722007413,0.32449193251519,0.3942712013871669,0.46622562607030016,26.489529631007002,27.46370816439693
0.007222222222222222,2.088888888888889,266.6666666666667,bursting,bursting,83,94,20.75,18.8,0.31417355662844065,0.31509808231296077,0.41230821974253723,0.4866157748571934,26.7267613474949,27.109940599394356
0.007222222222222222,2.088888888888889,283.33333333333337,bursting,bursting,86,77,17.2,19.25,0.2977580676873405,0.30356389127082334,0.503058417987101,0.42569022903063497,27.24843873482373,26.70649284524742
0.007222222222222222,2.088888888888889,300.0,bursting,bursting,80,78,16.0,15.6,0.27651459037236303,0.2786932179652213,0.5211303959492656,0.44028228426421523,27.470230562979,27.290281274981208
0.007222222222222222,2.088888888888889,316.6666666666667,bursting,bursting,77,75,15.4,15.0,0.26920216847004935,0.2649615656097061,0.5154435108388643,0.44302916459801456,27.40241637920293,27.18261426471128
0.007222222222222222,2.088888888888889,333.33333333333337,bursting,bursting,69,75,11.5,15.0,0.2517489727103289,0.26553788359372155,0.5704275075273978,0.5077111678046948,27.24119267447302,26.70385374912729
0.007222222222222222,2.088888888888889,350.0,bursting,bursting,66,72,13.2,14.4,0.25119636470159035,0.2509260958558632,0.5870942320720244,0.5009588625715127,26.916153249594085,26.911169714716976
0.007222222222222222,2.2,200.0,tonic_spiking,tonic_spiking,181,16,181.0,16.0,,,,,19.69816708926329,26.62635224450885
0.007222222222222222,2.2,216.66666666666666,bursting,bursting,101,87,25.25,21.75,0.35525493213920284,0.3426723773314075,0.3742221451379892,0.46396540884724186,26.499876982733706,26.87290576911524
0.007222222222222222,2.2,233.33333333333334,bursting,bursting,88,97,22.0,19.4,0.3327052958776629,0.318730759006801,0.40742044236962954,0.4828651588793164,26.659051373907925,27.355692783649452
0.007222222222222222,2.2,250.0,bursting,bursting,80,89,20.0,17.8,0.3109258811704609,0.30117691722833956,0.4241009796619482,0.5067625615255585,26.86887745146949,27.39267199934782
0.007222222222222222,2.2,266.6666666666667,bursting,bursting,83,82,16.6,16.4,0.292280874457534,0.2901395614972657,0.5291937831469055,0.4431226612866785,27.26198784689124,27.292074908161723
0.007222222222222222,2.2,283.33333333333337,bursting,bursting,78,79,13.0,15.8,0.2806685056722077,0.28724002042384505,0.5804334936505242,0.5206772486092384,27.113665503988972,26.639715412625442
0.007222222222222222,2.2,300.0,bursting,bursting,73,76,12.166666666666666,12.666666666666666,0.26400288024611773,0.2581658803718748,0.5854597199389622,0.6631017631921914,26.91051237504731,27.071673067278052
0.007222222222222222,2.2,316.6666666666667,bursting,bursting,78,71,15.6,14.2,0.256744029652251,0.25608502437170855,0.46163452076426903,0.5393687168125496,26.951378082924066,27.38426939443804
0.007222222222222222,2.2,333.33333333333337,bursting,bursting,69,68,11.5,11.333333333333334,0.2315644276929989,0.23551760216226106,0.65771937566356,0.5802385846553102,27.22947456960886,27.215661735836182
0.007222222222222222,2.2,350.0,bursting,bursting,72,67,14.4,13.4,0.236376514751792,0.23891582477937096,0.4543017426746049,0.526496099044572,26.976409834993586,27.22716622511097
0.009444444444444445,1.2,200.0,tonic_spiking,tonic_spiking,223,222,223.0,222.0,,,,,24.06453701402693,23.993847183807024
0.009444444444444445,1.2,216.66666666666666,tonic_spiking,tonic_spiking,227,148,227.0,148.0,,,,,24.65162042666604,23.50727971313193
0.009444444444444445,1.2,233.33333333333334,tonic_spiking,tonic_spiking,67,236,67.0,236.0,,,,,24.184614590421358,25.481812745004696
0.009444444444444445,1.2,250.0,tonic_spiking,tonic_spiking,234,32,234.0,32.0,,,,,25.214259750808793,26.385182172574705
0.009444444444444445,1.2,266.6666666666667,tonic_spiking,tonic_spiking,50,222,50.0,222.0,,,,,24.715389869507366,23.943186679953
0.009444444444444445,1.2,283.33333333333337,tonic_spiking,tonic_spiking,214,32,214.0,32.0,,,,,23.08204681066977,25.668649208068402
0.009444444444444445,1.2,300.0,tonic_spiking,tonic_spiking,203,35,203.0,35.0,,,,,21.96368447430453,25.10540910588365
0.009444444444444445,1.2,316.6666666666667,tonic_spiking,tonic_spiking,27,193,27.0,193.0,,,,,26.20032259527356,21.030106539870275
0.009444444444444445,1.2,333.33333333333337,tonic_spiking,tonic_spiking,26,183,26.0,183.0,,,,,26.421810598111506,20.0337045912641
0.009444444444444445,1.2,350.0,bursting,bursting,124,102,41.333333333333336,34.0,0.42270377284644384,0.3936128815961694,0.25310792555974715,0.34471644336981583,26.268820284228457,26.654193436674376
0.009444444444444445,1.3111111111111111,200.0,tonic_spiking,tonic_spiking,239,87,239.0,87.0,,,,,25.84659253242301,24.07803810564439
0.009444444444444445,1.3111111111111111,216.66666666666666,tonic_spiking,tonic_spiking,58,236,58.0,236.0,,,,,24.415407826727154,25.422193412170913
0.009444444444444445,1.3111111111111111,233.33333333333334,tonic_spiking,tonic_spiking,41,229,41.0,229.0,,,,,25.214685348683286,24.637820735187578
0.009444444444444445,1.3111111111111111,250.0,tonic_spiking,tonic_spiking,218,43,218.0,43.0,,,,,23.547551432394386,24.57449477331231
0.009444444444444445,1.3111111111111111,266.6666666666667,tonic_spiking,tonic_spiking,209,28,209.0,28.0,,,,,22.58983166204144,26.210304820765902
0.009444444444444445,1.3111111111111111,283.33333333333337,tonic_spiking,tonic_spiking,197,28,197.0,28.0,,,,,21.349500472389188,25.247558285849657
0.009444444444444445,1.3111111111111111,300.0,tonic_spiking,tonic_spiking,25,185,25.0,185.0,,,,,25.96687242832391,20.19112442145759
0.009444444444444445,1.3111111111111111,316.6666666666667,bursting,bursting,121,103,40.333333333333336,34.333333333333336,0.42050192241633444,0.3961175543050814,0.2514908778628752,0.34267906326064834,25.852402410496932,26.151433481835326
0.009444444444444445,1.3111111111111111,333.33333333333337,bursting,bursting,105,109,35.0,27.25,0.39267365539925325,0.3761811954412278,0.2899173554989317,0.3661294346298158,26.452594673581835,27.369136952562297
0.009444444444444445,1.3111111111111111,350.0,bursting,bursting,97,110,32.333333333333336,27.5,0.3820975967278623,0.3530510320843711,0.30519923780977354,0.3878404556325988,26.57573234104816,27.090241989625667
0.009444444444444445,1.4222222222222223,200.0,tonic_spiking,tonic_spiking,46,237,46.0,237.0,,,,,24.865122616905,25.59807296036276
0.009444444444444445,1.4222222222222223,216.66666666666666,tonic_spiking,tonic_spiking,38,228,38.0,228.0,,,,,25.372433641139843,24.606248233828165
0.009444444444444445,1.4222222222222223,233.33333333333334,tonic_spiking,tonic_spiking,31,217,31.0,217.0,,,,,25.584016925244402,23.41655953357624
0.009444444444444445,1.4222222222222223,250.0,tonic_spiking,tonic_spiking,205,23,205.0,23.0,,,,,22.238231166315018,26.701653879992246
0.009444444444444445,1.4222222222222223,266.6666666666667,tonic_spiking,tonic_spiking,192,26,192.0,26.0,,,,,20.871181429403066,25.32509588537338
0.009444444444444445,1.4222222222222223,283.33333333333337,tonic_spiking,tonic_spiking,22,179,22.0,179.0,,,,,26.41078859813856,19.67213614295179
0.009444444444444445,1.4222222222222223,300.0,bursting,bursting,113,102,28.25,25.5,0.4112824773069123,0.383411145931668,0.38198327268799304,0.47793725890358757,26.378403992511927,26.51047172405483
0.009444444444444445,1.4222222222222223,316.6666666666667,bursting,bursting,93,105,23.25,26.25,0.36473828689233917,0.3609445856799845,0.32478777785938906,0.4045266976665806,26.625538816336153,27.02603050740985
0.009444444444444445,1.4222222222222223,333.33333333333337,bursting,bursting,97,99,24.25,24.75,0.35401750742723154,0.3494740397850487,0.33656913024674906,0.41303910896835694,26.86909154985228,27.137385584450424
0.009444444444444445,1.4222222222222223,350.0,bursting,bursting,92,99,23.0,24.75,0.33348953153612193,0.33837899241719743,0.42988210055265386,0.3486464159710246,27.25743463848914,27.0206914227912
0.009444444444444445,1.5333333333333332,200.0,tonic_spiking,tonic_spiking,231,25,231.0,25.0,,,,,24.827442432511003,26.39070228556317
0.009444444444444445,1.5333333333333332,216.66666666666666,tonic_spiking,tonic_spiking,36,214,36.0,214.0,,,,,23.9889954738078,23.16192855417076
0.009444444444444445,1.5333333333333332,233.33333333333334,tonic_spiking,tonic_spiking,24,203,24.0,203.0,,,,,26.18533731173804,22.017670753298077
0.009444444444444445,1.5333333333333332,250.0,bursting,bursting,116,116,16.571428571428573,16.571428571428573,0.455297527498979,0.455297527498979,0.667898674064802,0.667898674064802,25.3839332508854,25.3839332508854
0.009444444444444445,1.5333333333333332,266.6666666666667,tonic_spiking,tonic_spiking,175,22,175.0,22.0,,,,,19.283144960134617,25.970847411297676
0.009444444444444445,1.5333333333333332,283.33333333333337,bursting,bursting,107,96,26.75,32.0,0.3628520993332985,0.40272072397958025,0.3907746325753148,0.30860213593648017,26.96678388482551,25.981247489657353
0.009444444444444445,1.5333333333333332,300.0,bursting,bursting,96,104,24.0,26.0,0.35308877433374874,0.35917432046283265,0.43235914297807465,0.3498809643043384,27.098805324768318,26.955600856269267
0.009444444444444445,1.5333333333333332,316.6666666666667,bursting,bursting,100,91,16.666666666666668,18.2,0.33451125569192003,0.3467626727206351,0.6158924223854,0.5981967403839702,26.729130518819176,25.991439376384026
0.009444444444444445,1.5333333333333332,333.33333333333337,bursting,bursting,84,96,21.0,24.0,0.32417262394895086,0.32552683228075213,0.4595822870341662,0.3709572801565977,27.168457043143103,26.908718554408424
0.009444444444444445,1.5333333333333332,350.0,bursting,bursting,90,84,22.5,16.8,0.3185865067753104,0.3075326137799972,0.38134340614350287,0.45081434993654373,26.770478865886425,27.471283258205638
0.009444444444444445,1.6444444444444444,200.0,tonic_spiking,tonic_spiking,219,26,219.0,26.0,,,,,23.602855560864196,26.261316006457346
0.009444444444444445,1.6444444444444444,216.66666666666666,tonic_spiking,tonic_spiking,23,204,23.0,204.0,,,,,26.07302156354123,22.038578484907326
0.009444444444444445,1.6444444444444444,233.33333333333334,tonic_spiking,tonic_spiking,22,188,22.0,188.0,,,,,25.98092613937945,20.462205839906805
0.009444444444444445,1.6444444444444444,250.0,bursting,bursting,92,115,30.666666666666668,38.333333333333336,0.34839959254895414,0.42871841678118483,0.33278814628512565,0.26108782195758895,26.079239438776348,25.072677408682345
0.009444444444444445,1.6444444444444444,266.6666666666667,bursting,bursting,97,103,24.25,25.75,0.3481357545644242,0.36077516441418184,0.4337219715099192,0.3467629854735154,27.16263897963017,26.976873034217803
0.009444444444444445,1.6444444444444444,283.33333333333337,bursting,bursting,103,89,25.75,22.25,0.34676671118051305,0.33250963966889563,0.3645742984760456,0.4587004873107532,26.72111268877417,27.13649202512139
0.009444444444444445,1.6444444444444444,300.0,bursting,bursting,84,96,21.0,24.0,0.32746034577621624,0.3350868267236636,0.46341860995465795,0.37431825321970164,27.10949262009388,26.590469443236294
0.009444444444444445,1.6444444444444444,316.6666666666667,bursting,bursting,88,89,22.0,17.8,0.3149312274150231,0.30568177849961753,0.3940294801717343,0.46976500713665365,27.02448880265115,27.566233104277817
0.009444444444444445,1.6444444444444444,333.33333333333337,bursting,bursting,88,84,17.6,21.0,0.29894963246876405,0.30744151863644853,0.4683507619003701,0.3967664211626321,27.550824147323755,26.66083033071852
0.009444444444444445,1.6444444444444444,350.0,bursting,bursting,80,88,20.0,17.6,0.296099257246007,0.28411491090229524,0.4059080884884045,0.4842400055666122,26.874244208963134,27.281669505980414
0.009444444444444445,1.7555555555555555,200.0,tonic_spiking,tonic_spiking,205,27,205.0,27.0,,,,,22.147759742591045,24.57762409538631
0.009444444444444445,1.7555555555555555,216.66666666666666,tonic_spiking,tonic_spiking,190,20,190.0,20.0,,,,,20.636817992847885,26.363908291130024
0.009444444444444445,1.7555555555555555,233.33333333333334,bursting,bursting,72,130,24.0,65.0,0.26545362597742056,0.6498078953872426,0.2264252110891937,0.14978917174077486,26.529095316225515,21.78462882876902
0.009444444444444445,1.7555555555555555,250.0,bursting,bursting,94,106,23.5,21.2,0.3825005216133855,0.35401332188218515,0.46512914031778657,0.5243782689009928,26.19987604251712,26.814935068611693
0.009444444444444445,1.7555555555555555,266.6666666666667,bursting,bursting,95,90,23.75,18.0,0.3362450446365374,0.3231113147758508,0.3869871461948418,0.46364947148352337,26.92250431029058,27.510074525500066
0.009444444444444445,1.7555555555555555,283.33333333333337,bursting,bursting,96,88,19.2,22.0,0.32343921080624793,0.32605741837945734,0.47506978658417687,0.401860607523586,27.36499577829637,26.74618146819343
0.009444444444444445,1.7555555555555555,300.0,bursting,bursting,93,83,18.6,20.75,0.305646502416172,0.30999783492922156,0.48435529601695243,0.4076924083445225,27.140271838107505,26.733161538193823
0.009444444444444445,1.7555555555555555,316.6666666666667,bursting,bursting,86,78,17.2,15.6,0.2934651216398837,0.2879681426124051,0.491130320394492,0.5803798004574151,27.017041501308988,27.207414082031505
0.009444444444444445,1.7555555555555555,333.33333333333337,bursting,bursting,75,80,15.0,16.0,0.27881330949675276,0.26976569377242066,0.43446068281827627,0.5115932623033322,27.095007057248242,27.59073572663734
0.009444444444444445,1.7555555555555555,350.0,bursting,bursting,73,78,14.6,15.6,0.2692798637863401,0.2669500754505572,0.4352084291674984,0.5063859253846877,26.997803956606976,27.491800007335552
0.009444444444444445,1.8666666666666667,200.0,tonic_spiking,tonic_spiking,18,194,18.0,194.0,,,,,26.93360339395847,21.04191813203449
0.009444444444444445,1.8666666666666667,216.66666666666666,tonic_spiking,tonic_spiking,177,17,177.0,17.0,,,,,19.319103649171375,26.859109187546284
0.009444444444444445,1.8666666666666667,233.33333333333334,bursting,bursting,91,104,22.75,26.0,0.3515566907026136,0.35807030598763623,0.4528134627690033,0.3661297985588292,26.901844714030673,26.474930607647643
0.009444444444444445,1.8666666666666667,250.0,bursting,bursting,91,94,22.75,18.8,0.3309583808109504,0.32156433483533353,0.3967142206445265,0.4761332007496912,26.84947510534227,27.52816791731207
0.009444444444444445,1.8666666666666667,266.6666666666667,bursting,bursting,83,94,20.75,18.8,0.31527174285577375,0.3152025680909203,0.4156307614750661,0.49102825647803167,26.832550708319243,27.26468703046447
0.009444444444444445,1.8666666666666667,283.33333333333337,bursting,bursting,79,89,19.75,17.8,0.30561378052166704,0.30149029394242394,0.41997094829215326,0.4971166536640548,26.61875919630741,27.169613763255132
0.009444444444444445,1.8666666666666667,300.0,bursting,bursting,81,76,16.2,12.666666666666666,0.2842061984361949,0.2809542050342145,0.5188818152780093,0.5784518498731355,26.91349803558597,27.14623447588163
0.009444444444444445,1.8666666666666667,316.6666666666667,bursting,bursting,78,77,15.6,15.4,0.2770138788144842,0.2668167490362557,0.5143274373155794,0.4472977967125012,27.312059775086123,27.268296683461195
0.009444444444444445,1.8666666666666667,333.33333333333337,bursting,bursting,76,75,15.2,15.0,0.265435896631286,0.2639793431402939,0.4457596482343865,0.5239683255794313,27.110283650592116,27.210878324223657
0.009444444444444445,1.8666666666666667,350.0,bursting,bursting,72,74,14.4,14.8,0.2527296529986688,0.2513577647810632,0.5221885010641925,0.44742680590099915,27.366606209308056,27.19396361015537
0.009444444444444445,1.9777777777777779,200.0,tonic_spiking,tonic_spiking,181,18,181.0,18.0,,,,,19.72678447048858,26.562543766948384
0.009444444444444445,1.9777777777777779,216.66666666666666,bursting,bursting,87,102,21.75,25.5,0.3346080644866829,0.3616994008641859,0.462602518112084,0.37316233376960234,27.113844101191233,26.392499836383163
0.009444444444444445,1.9777777777777779,233.33333333333334,bursting,bursting,86,96,17.2,16.0,0.33459921926318104,0.3148768845245982,0.618149368750704,0.6581383535406481,26.62968126133036,27.137918824448363
0.009444444444444445,1.9777777777777779,250.0,bursting,bursting,80,89,20.0,17.8,0.31405275338416533,0.30211925543869195,0.42569576469895276,0.5051569938014455,26.786952329021744,27.465732276954288
0.009444444444444445,1.9777777777777779,266.6666666666667,bursting,bursting,84,83,16.8,16.6,0.2913390967364093,0.2887610591614546,0.4460139812636173,0.5297003147114215,27.33656150901196,27.40929988654182
0.009444444444444445,1.9777777777777779,283.33333333333337,bursting,bursting,78,84,15.6,16.8,0.285015832655117,0.2757316447047959,0.5371072364016526,0.4568830752458705,27.26860230017786,27.329082078153625
