g_us,delta_Vus,tau_us,regime_A,regime_B,spike_count_A,spike_count_B,mean_spikes_per_burst_A,mean_spikes_per_burst_B,duty_cycle_A,duty_cycle_B,interburst_freq_A,interburst_freq_B,intraburst_freq_A,intraburst_freq_B
0.01611111111111111,1.4222222222222223,316.6666666666667,bursting,bursting,87,78,17.4,19.5,0.2974163234850655,0.2982171343718832,0.5003597653384373,0.4235231517193496,27.367944750553622,26.87783072505301
0.01611111111111111,1.4222222222222223,333.33333333333337,bursting,bursting,78,81,15.6,16.2,0.2818179158807434,0.27833855506309496,0.43970975019061587,0.5126425101088816,27.23170881279156,27.550445308017785
0.01611111111111111,1.4222222222222223,350.0,bursting,bursting,75,79,15.0,15.8,0.2701379457125786,0.2732427221304936,0.4388615337025855,0.5142244876180794,27.188194598070694,27.29440210592875
0.01611111111111111,1.5333333333333332,200.0,tonic_spiking,tonic_spiking,20,194,20.0,194.0,,,,,26.493476042443962,21.07317063223716
0.01611111111111111,1.5333333333333332,216.66666666666666,tonic_spiking,tonic_spiking,18,176,18.0,176.0,,,,,26.853248237031757,19.27231989297865
0.01611111111111111,1.5333333333333332,233.33333333333334,bursting,bursting,90,103,22.5,25.75,0.34883549014526344,0.3610956722044529,0.46670828903834827,0.3742817797640711,27.073667670250273,26.49510031264181
0.01611111111111111,1.5333333333333332,250.0,bursting,bursting,91,97,22.75,19.4,0.3379899183712194,0.32886378992266285,0.4016806701022646,0.4779979930496017,26.679830596251485,27.51550633112663
0.01611111111111111,1.5333333333333332,266.6666666666667,bursting,bursting,92,82,18.4,20.5,0.3116952029956155,0.312809971950136,0.5122447392719394,0.4244296738041256,27.346852930696894,27.10025350401369
0.01611111111111111,1.5333333333333332,283.33333333333337,bursting,bursting,85,84,17.0,16.8,0.29681157409041303,0.30090252015786645,0.5180205121326011,0.4437357493309601,27.499350506210327,27.11347359702027
0.01611111111111111,1.5333333333333332,300.0,bursting,bursting,80,84,16.0,16.8,0.2858493163259619,0.28364804330230875,0.5305840215722886,0.45321405439991697,27.391374447599187,27.277006129848882
0.01611111111111111,1.5333333333333332,316.6666666666667,bursting,bursting,82,76,16.4,15.2,0.27001596502690867,0.2739111736272656,0.4586542857761249,0.5353344081484851,27.181094528558834,27.46103539375315
0.01611111111111111,1.5333333333333332,333.33333333333337,bursting,bursting,72,79,14.4,15.8,0.2622304626267028,0.26041323258353194,0.5420356766200622,0.4648253468178857,27.441005255227736,27.10979977453034
0.01611111111111111,1.5333333333333332,350.0,bursting,bursting,74,67,14.8,13.4,0.2445540878994319,0.24488091546433183,0.4744304193900853,0.5557841858614517,27.375152728238593,27.69472917189067
0.01611111111111111,1.6444444444444444,200.0,tonic_spiking,tonic_spiking,15,178,15.0,178.0,,,,,27.19126812750748,19.45130482546248
0.01611111111111111,1.6444444444444444,216.66666666666666,bursting,bursting,93,97,18.6,24.25,0.3334839232848064,0.3502493822351629,0.4632237184285336,0.39077053206732043,27.524176625713743,26.505881870003964
0.01611111111111111,1.6444444444444444,233.33333333333334,bursting,bursting,95,84,15.833333333333334,16.8,0.32181242348066846,0.3353035914413836,0.6723578483048367,0.6363470844251197,26.975663063581727,26.40298703075531
0.01611111111111111,1.6444444444444444,250.0,bursting,bursting,86,86,17.2,17.2,0.30533847738683484,0.3101354185744098,0.5271271941712867,0.4432043733457509,27.28924802476265,27.112699014273083
0.01611111111111111,1.6444444444444444,266.6666666666667,bursting,bursting,79,87,15.8,17.4,0.28827987678903755,0.2859657566210122,0.5492797253717991,0.4655182707775125,27.458624390738557,27.208578044441744
0.01611111111111111,1.6444444444444444,283.33333333333337,bursting,bursting,82,75,16.4,15.0,0.27359324926837136,0.27618300708210486,0.4707314571892842,0.55368096432832,27.078688124916887,27.46226986941753
0.01611111111111111,1.6444444444444444,300.0,bursting,bursting,77,70,15.4,14.0,0.2600617955210812,0.26362620588146923,0.48418441218691033,0.5704107311080484,27.273683582982983,27.44270499702194
0.01611111111111111,1.6444444444444444,316.6666666666667,bursting,bursting,73,70,14.6,11.666666666666666,0.2494852762316148,0.24687694611991118,0.4909863584345179,0.5635030069436047,27.325789547638905,27.679574176274098
0.01611111111111111,1.6444444444444444,333.33333333333337,bursting,bursting,69,70,13.8,11.666666666666666,0.23915425433396387,0.23398586172149577,0.4974416725663314,0.5695579375496163,27.289248057785535,27.842994714104215
0.01611111111111111,1.6444444444444444,350.0,bursting,bursting,63,68,10.5,13.6,0.23075293868861485,0.23034813480191135,0.5559503835367336,0.4841349648904927,27.393498319038887,27.167411111264357
0.01611111111111111,1.7555555555555555,200.0,bursting,bursting,93,95,18.6,23.75,0.3295722897524806,0.34998054399145695,0.47252340116601077,0.39312120294813546,27.502224218133446,26.513975565668837
0.01611111111111111,1.7555555555555555,216.66666666666666,bursting,bursting,82,92,20.5,18.4,0.3197415326370611,0.3170555795647044,0.42711184212920594,0.5138039840431766,26.87296324549796,27.203974483939973
0.01611111111111111,1.7555555555555555,233.33333333333334,bursting,bursting,82,89,16.4,14.833333333333334,0.30580501642836905,0.297498253250564,0.5488587904916539,0.6158153129094764,26.931461811398925,27.47500289487024
0.01611111111111111,1.7555555555555555,250.0,bursting,bursting,82,75,16.4,15.0,0.27875569737381256,0.28320051265641116,0.4836138324607216,0.5734579668302475,27.25409506931465,27.484460599912648
0.01611111111111111,1.7555555555555555,266.6666666666667,bursting,bursting,70,80,14.0,13.333333333333334,0.27198642337424206,0.27276045821197614,0.5658281057957827,0.6308682545440428,26.97065877187959,27.249371481464653
0.01611111111111111,1.7555555555555555,283.33333333333337,bursting,bursting,74,73,12.333333333333334,14.6,0.25569441782930197,0.25536714833283913,0.5673227695743521,0.49609086685809883,27.698339785877028,27.140754590472984
0.01611111111111111,1.7555555555555555,300.0,bursting,bursting,75,68,12.5,13.6,0.24019880703647467,0.24198075786856638,0.5848838902255151,0.5117686463987212,27.661530653450182,27.292723665007248
0.01611111111111111,1.7555555555555555,316.6666666666667,bursting,bursting,71,67,11.833333333333334,13.4,0.23523102041360774,0.2358557663045508,0.5730456721038724,0.502001884684519,27.532752718461122,27.019047803835356
0.01611111111111111,1.7555555555555555,333.33333333333337,bursting,bursting,69,63,11.5,12.6,0.22274409626165892,0.22089489507490614,0.5755213253772083,0.5059381849789851,27.59073553828876,27.205381322350743
0.01611111111111111,1.7555555555555555,350.0,bursting,bursting,56,60,8.0,8.571428571428571,0.20074108463089366,0.19644910326792164,0.7959800592187828,0.7447936247822121,26.797432597152998,26.71433030046308
0.01611111111111111,1.8666666666666667,200.0,bursting,bursting,88,88,17.6,17.6,0.31064008781295394,0.31010199216062134,0.44778063378394434,0.5345921620887677,27.2853143151792,27.5347268757934
0.01611111111111111,1.8666666666666667,216.66666666666666,bursting,bursting,87,79,17.4,15.8,0.2927804996713806,0.2955922589094519,0.4735042389857682,0.56285495323191,27.139461767466173,27.350019899400817
0.01611111111111111,1.8666666666666667,233.33333333333334,bursting,bursting,80,78,16.0,13.0,0.2775661222311856,0.28578306694615946,0.49187716556350736,0.5626972159195714,27.040848207911388,27.382378014332502
0.01611111111111111,1.8666666666666667,250.0,bursting,bursting,76,74,10.857142857142858,12.333333333333334,0.26295542041970466,0.26293717162059327,0.7076593708823485,0.661067879235482,27.38179264296388,27.02702443419955
0.01611111111111111,1.8666666666666667,266.6666666666667,bursting,bursting,70,75,11.666666666666666,10.714285714285714,0.24958290061431532,0.24692359195286573,0.6531235830606736,0.7080345795860407,27.070281033005728,27.43715339556023
0.01611111111111111,1.8666666666666667,283.33333333333337,bursting,bursting,72,66,10.285714285714286,11.0,0.23284095537418317,0.23500835640221696,0.7070747968573512,0.6564858277274288,27.432608538061995,27.082109262672944
0.01611111111111111,1.8666666666666667,300.0,bursting,bursting,64,69,10.666666666666666,11.5,0.2245287924624849,0.22613634332282753,0.6753529262737954,0.5877617408754288,27.268110150202453,27.286123460860846
0.01611111111111111,1.8666666666666667,316.6666666666667,bursting,bursting,60,65,10.0,10.833333333333334,0.20726770635739006,0.21348819006571196,0.6671662681821834,0.5862180910369541,27.635291845216372,27.365218091073263
0.01611111111111111,1.8666666666666667,333.33333333333337,bursting,bursting,61,59,8.714285714285714,9.833333333333334,0.200156114404858,0.2014388360311349,0.6901196473754867,0.6409756832634427,27.4598124221349,27.14845992337094
0.01611111111111111,1.8666666666666667,350.0,bursting,bursting,61,58,10.166666666666666,9.666666666666666,0.19610883920511307,0.1969984117858673,0.5751024981810005,0.6538342390464023,27.354526557563045,27.16838210133409
0.01611111111111111,1.9777777777777779,200.0,bursting,bursting,86,78,17.2,15.6,0.2952910581405602,0.2947513617691633,0.484145187995751,0.5810238482317116,27.120473794814195,27.443297168066124
0.01611111111111111,1.9777777777777779,216.66666666666666,bursting,bursting,76,84,15.2,14.0,0.2693122662685415,0.27688456470430517,0.511197092029035,0.591035228656786,27.413779620682305,27.54742110946765
0.01611111111111111,1.9777777777777779,233.33333333333334,bursting,bursting,79,71,13.166666666666666,14.2,0.26216298882524247,0.2590411757691274,0.6069910276874613,0.5263526759769483,27.530004113583814,27.30280073364427
0.01611111111111111,1.9777777777777779,250.0,bursting,bursting,74,66,12.333333333333334,13.2,0.24689294386170496,0.24320524744680164,0.6090641034765012,0.5325912782663047,27.56621820808319,27.241733417951174
0.01611111111111111,1.9777777777777779,266.6666666666667,bursting,bursting,72,63,10.285714285714286,10.5,0.23639086178985738,0.2254166461000211,0.7292741425345798,0.6782217453159383,27.02582277877245,27.299048351787693
0.01611111111111111,1.9777777777777779,283.33333333333337,bursting,bursting,66,64,11.0,10.666666666666666,0.2176103166262103,0.21745767800138047,0.5566155778709956,0.627884746453442,27.52903674557104,27.7882289904195
0.01611111111111111,1.9777777777777779,300.0,bursting,bursting,64,60,10.666666666666666,10.0,0.21487853471743343,0.2128568050707486,0.5919092558711876,0.6750652416349965,27.08362826987588,27.260564696653564
0.01611111111111111,1.9777777777777779,316.6666666666667,bursting,bursting,58,55,9.666666666666666,9.166666666666666,0.19083060605834862,0.1967394591871309,0.6083458489435125,0.6883003363182644,27.77681820731205,27.588198977475965
0.01611111111111111,1.9777777777777779,333.33333333333337,bursting,bursting,54,61,9.0,8.714285714285714,0.18599349186413003,0.1866712434105823,0.6517673520960667,0.6998698607227841,27.14155372172691,27.35740051792779
0.01611111111111111,1.9777777777777779,350.0,bursting,bursting,58,54,9.666666666666666,9.0,0.18624599153378202,0.18502541035141964,0.577884404304908,0.6498709829486369,27.120353784430602,27.20188821029372
0.01611111111111111,2.088888888888889,200.0,bursting,bursting,76,84,15.2,14.0,0.2723257093768795,0.2715464633054776,0.5154444769778201,0.6008139779640101,27.359068038763468,27.564606677085894
0.01611111111111111,2.088888888888889,216.66666666666666,bursting,bursting,75,79,10.714285714285714,11.285714285714286,0.2671896379792928,0.2663564703067142,0.8125088278408855,0.7337478098262201,26.86200610492024,26.906950928544443
0.01611111111111111,2.088888888888889,233.33333333333334,bursting,bursting,73,70,12.166666666666666,11.666666666666666,0.24017825303084317,0.24349091535565304,0.5602326550122532,0.6406630418035775,27.608371493837602,27.71497947197266
0.01611111111111111,2.088888888888889,250.0,bursting,bursting,71,67,11.833333333333334,11.166666666666666,0.237417125307707,0.23032953531868544,0.5601256170534599,0.6373389183904946,27.15375404447298,27.574230900538154
0.01611111111111111,2.088888888888889,266.6666666666667,bursting,bursting,65,61,8.125,7.625,0.21179372569153337,0.2157093242329922,0.8450689869486752,0.9057303821447652,26.604572983594036,26.678573737281667
0.01611111111111111,2.088888888888889,283.33333333333337,bursting,bursting,59,62,9.833333333333334,10.333333333333334,0.20590946168814606,0.19581536987132744,0.6448257435867627,0.5741446391960048,27.799708103471076,27.741251106070973
0.01611111111111111,2.088888888888889,300.0,bursting,bursting,55,62,9.166666666666666,8.857142857142858,0.19985732910435577,0.19761003958837312,0.6600612802040374,0.7149862489178705,26.848504458751425,27.27406785373937
0.01611111111111111,2.088888888888889,316.6666666666667,bursting,bursting,58,53,9.666666666666666,8.833333333333334,0.19570444241124604,0.18598764586162947,0.6024236954257647,0.6903988086460094,27.006555737708958,27.312810827961957
0.01611111111111111,2.088888888888889,333.33333333333337,bursting,bursting,53,56,8.833333333333334,9.333333333333334,0.17975058742427616,0.1737970578341773,0.6342708370444592,0.563583795581476,27.71417318992449,27.517698761497638
0.01611111111111111,2.088888888888889,350.0,bursting,bursting,49,53,8.166666666666666,8.833333333333334,0.1700690947275708,0.17269849369019533,0.6782480515000647,0.5984662568776558,27.35924543074227,27.367887724948034
0.01611111111111111,2.2,200.0,bursting,bursting,76,74,10.857142857142858,12.333333333333334,0.25745439788624774,0.26332108019009715,0.7047722367875894,0.6353585438951503,27.799911474455502,27.221190082693585
0.01611111111111111,2.2,216.66666666666666,bursting,bursting,75,69,10.714285714285714,11.5,0.24859141938634585,0.24559566850741565,0.7053315572364661,0.6364220369714098,27.499919278182897,27.37397451533288
0.01611111111111111,2.2,233.33333333333334,bursting,bursting,66,67,8.25,9.571428571428571,0.2226674964340373,0.2325783914574581,0.8074383194998506,0.7646219127202318,27.564485294804165,26.94036231176764
0.01611111111111111,2.2,250.0,bursting,bursting,62,69,10.333333333333334,9.857142857142858,0.22021887246632862,0.22313653817663057,0.6346477211112843,0.7026130666119114,27.032594953738787,27.26263182602561
0.01611111111111111,2.2,266.6666666666667,bursting,bursting,61,61,8.714285714285714,8.714285714285714,0.2026960429902995,0.2007554805624945,0.762219277395193,0.6909746432552696,27.39503332531689,27.41982254157562
0.01611111111111111,2.2,283.33333333333337,bursting,bursting,60,57,10.0,9.5,0.19093479048326356,0.2006174507701432,0.5753422228554216,0.6535465314767379,27.401667036865202,27.418511648059553
0.01611111111111111,2.2,300.0,bursting,bursting,56,53,9.333333333333334,8.833333333333334,0.1782907099624262,0.18547360666997625,0.5817290991840633,0.6543298640090214,27.62180088139956,27.73947875669128
0.01611111111111111,2.2,316.6666666666667,bursting,bursting,57,52,8.142857142857142,8.666666666666666,0.17637278644577759,0.17528388099507747,0.6893152037287104,0.6257917243935955,27.49086530863263,27.48122183231343
0.01611111111111111,2.2,333.33333333333337,bursting,bursting,55,51,9.166666666666666,8.5,0.1726995687390273,0.1727270691924638,0.5628271685400071,0.6391784762117088,27.014852772603053,27.358555039810042
0.01611111111111111,2.2,350.0,bursting,bursting,51,48,8.5,8.0,0.15757422662575818,0.1641106006506491,0.5694151432420571,0.6422701007736963,27.5857414543999,27.607873118163894
0.018333333333333333,1.2,200.0,tonic_spiking,tonic_spiking,34,233,34.0,233.0,,,,,25.212051492132847,25.12956303257528
0.018333333333333333,1.2,216.66666666666666,tonic_spiking,tonic_spiking,32,219,32.0,219.0,,,,,26.176802066383463,23.686963327686875
0.018333333333333333,1.2,233.33333333333334,tonic_spiking,tonic_spiking,25,205,25.0,205.0,,,,,26.231519694371276,22.161778138309323
0.018333333333333333,1.2,250.0,tonic_spiking,tonic_spiking,25,189,25.0,189.0,,,,,25.857629447091323,20.635703177133788
0.018333333333333333,1.2,266.6666666666667,tonic_spiking,bursting,53,142,53.0,71.0,,0.2803808615249138,,0.36691861745064946,22.667920330672203,21.27525675152532
0.018333333333333333,1.2,283.33333333333337,bursting,bursting,107,100,21.4,20.0,0.3822537924988641,0.39998076545817957,0.5769308103677517,0.5063837966755028,26.41172590197364,25.83993618943498
0.018333333333333333,1.2,300.0,bursting,bursting,94,107,23.5,26.75,0.34338904495808914,0.3597218487811198,0.4426371340881006,0.3567085585792961,27.395808991767463,26.986354363219924
0.018333333333333333,1.2,316.6666666666667,bursting,bursting,87,100,21.75,25.0,0.33258565611488927,0.3383932284237691,0.4660441747452542,0.37130066188680216,27.419805960498028,27.08425909284401
0.018333333333333333,1.2,333.33333333333337,bursting,bursting,94,87,23.5,17.4,0.3336024282559337,0.31781051840465757,0.38339164342461984,0.4565494387669524,26.916282402958583,27.494134255183877
0.018333333333333333,1.2,350.0,bursting,bursting,90,88,18.0,22.0,0.30783176502069454,0.31255391624457546,0.470083842881703,0.393135177803122,27.61708429935246,27.096847554716316
0.018333333333333333,1.3111111111111111,200.0,tonic_spiking,tonic_spiking,217,28,217.0,28.0,,,,,23.476724542527045,25.80800547080779
0.018333333333333333,1.3111111111111111,216.66666666666666,tonic_spiking,tonic_spiking,202,23,202.0,23.0,,,,,21.863223333770662,26.284478532453587
0.018333333333333333,1.3111111111111111,233.33333333333334,tonic_spiking,tonic_spiking,184,21,184.0,21.0,,,,,20.08058354439161,25.991039148835547
0.018333333333333333,1.3111111111111111,250.0,bursting,bursting,98,106,32.666666666666664,26.5,0.40712937185904885,0.3379994244158535,0.31036949558552757,0.38978433318419775,26.02435563963759,27.14594331814988
0.018333333333333333,1.3111111111111111,266.6666666666667,bursting,bursting,107,94,26.75,23.5,0.3614129086781193,0.3479499688123333,0.35823453079901607,0.4466855912823214,26.714045836795812,27.249619560526416
0.018333333333333333,1.3111111111111111,283.33333333333337,bursting,bursting,90,96,18.0,24.0,0.3236085609120598,0.3373683784719829,0.4631432194330875,0.3855265581578918,27.615026329288696,27.057790059009182
0.018333333333333333,1.3111111111111111,300.0,bursting,bursting,96,88,19.2,22.0,0.3091683431519619,0.32205817019250116,0.48817138824859635,0.4058500229713013,27.64798842725761,27.196856414412462
0.018333333333333333,1.3111111111111111,316.6666666666667,bursting,bursting,93,83,18.6,20.75,0.3054928526905492,0.3088113455513281,0.49103715625300787,0.4115138337590826,27.383677670833116,27.025061412902968
0.018333333333333333,1.3111111111111111,333.33333333333337,bursting,bursting,79,88,19.75,17.6,0.301432184523957,0.29519079463979203,0.4188381516491729,0.4959125126793099,26.844172704181737,27.24453215739864
0.018333333333333333,1.3111111111111111,350.0,bursting,bursting,84,75,16.8,18.75,0.28350973882078145,0.28603717855957467,0.5037735816760376,0.42352293947041203,27.298705994489797,27.007024452462776
0.018333333333333333,1.4222222222222223,200.0,tonic_spiking,tonic_spiking,25,200,25.0,200.0,,,,,25.4060267788817,21.71705851172092
0.018333333333333333,1.4222222222222223,216.66666666666666,tonic_spiking,tonic_spiking,20,183,20.0,183.0,,,,,25.55989419889504,19.917388876996178
0.018333333333333333,1.4222222222222223,233.33333333333334,bursting,bursting,98,104,24.5,26.0,0.35119382720887454,0.38404166559093406,0.41845438366652604,0.3424115902961023,26.977058676298356,26.39881274474854
0.018333333333333333,1.4222222222222223,250.0,bursting,bursting,92,97,18.4,19.4,0.35311773613667785,0.3406481081288269,0.4629042079638693,0.5579382721522519,26.781738787439025,26.98189526462114
0.018333333333333333,1.4222222222222223,266.6666666666667,bursting,bursting,87,97,21.75,19.4,0.3262771780640994,0.3224493300603171,0.41160553846022024,0.493106031356602,26.9974970619214,27.312131566291555
0.018333333333333333,1.4222222222222223,283.33333333333337,bursting,bursting,89,81,17.8,16.2,0.3054175318179249,0.3031120852095277,0.5106295153927416,0.4333852496618576,27.492948633754676,27.09048408340424
0.018333333333333333,1.4222222222222223,300.0,bursting,bursting,83,84,16.6,16.8,0.28662744588729955,0.29438422086500254,0.5278148675066268,0.4443250367614293,27.543785774636124,27.329171550129217
0.018333333333333333,1.4222222222222223,316.6666666666667,bursting,bursting,80,82,16.0,16.4,0.28336991062572897,0.2823268824787459,0.525529614729593,0.4488038290765362,27.35033834327136,27.19054873161267
0.018333333333333333,1.4222222222222223,333.33333333333337,bursting,bursting,76,77,15.2,12.833333333333334,0.27798985074260296,0.26771278849301117,0.5216838256512236,0.5814477927851494,26.71109911761172,27.42545490574487
0.018333333333333333,1.4222222222222223,350.0,bursting,bursting,79,72,15.8,14.4,0.2577292544349734,0.25989021971963916,0.45952208563743824,0.5373395878876194,27.102219020711143,27.446983212181173
0.018333333333333333,1.5333333333333332,200.0,tonic_spiking,tonic_spiking,184,17,184.0,17.0,,,,,20.00284366117848,26.555296497258894
0.018333333333333333,1.5333333333333332,216.66666666666666,bursting,bursting,88,103,22.0,25.75,0.3284607334366609,0.35282245096740006,0.47485510099872763,0.3721970460280966,27.29225676259677,26.85289114059048
0.018333333333333333,1.5333333333333332,233.33333333333334,bursting,bursting,98,90,19.6,22.5,0.32511054170748765,0.3362432600751082,0.49070031267464115,0.4079125176114702,27.386057199986325,26.8412139331821
0.018333333333333333,1.5333333333333332,250.0,bursting,bursting,81,91,16.2,18.2,0.30947080454940756,0.3242549513843527,0.6254031566748831,0.5216828454590066,27.169103216147374,26.78226897935156
0.018333333333333333,1.5333333333333332,266.6666666666667,bursting,bursting,86,84,17.2,16.8,0.2949069139903312,0.2990678540948835,0.45043351939730153,0.5311758818938668,27.33848975648134,27.392831940976
0.018333333333333333,1.5333333333333332,283.33333333333337,bursting,bursting,85,78,14.166666666666666,15.6,0.2797896877014413,0.28673295453494985,0.6119237009870305,0.541959851542666,27.373920384693196,27.02885189048315
0.018333333333333333,1.5333333333333332,300.0,bursting,bursting,74,80,12.333333333333334,13.333333333333334,0.2669905723963808,0.2669781833171744,0.691505697190183,0.6121346581497936,27.17630828882301,27.086529421565515
0.018333333333333333,1.5333333333333332,316.6666666666667,bursting,bursting,76,71,12.666666666666666,11.833333333333334,0.2515045711204199,0.2497640553448252,0.6131610032521791,0.6897904540259309,27.160013515696313,27.197993774305328
0.018333333333333333,1.5333333333333332,333.33333333333337,bursting,bursting,69,75,11.5,12.5,0.24497969732187905,0.2450498545504131,0.6807711524269044,0.6013709657118924,26.889284419409854,26.976663548640822
0.018333333333333333,1.5333333333333332,350.0,bursting,bursting,66,69,11.0,13.8,0.23476347070485054,0.23662743782925472,0.5551258539358555,0.4888453596667942,27.63508294125551,27.169991196326926
0.018333333333333333,1.6444444444444444,200.0,bursting,bursting,102,87,25.5,21.75,0.3658923054307321,0.33494604279756685,0.3762395652990517,0.4628483406812738,26.344643894244562,27.142654722417852
0.018333333333333333,1.6444444444444444,216.66666666666666,bursting,bursting,97,86,19.4,21.5,0.32192577374039033,0.32488981230730146,0.4967002261938053,0.4130073154524465,27.313569527652398,26.86682803820056
0.018333333333333333,1.6444444444444444,233.33333333333334,bursting,bursting,86,87,17.2,17.4,0.31937956397353257,0.30199504425633383,0.4419711387007841,0.5196757859311777,26.68585844114758,27.324425367884714
0.018333333333333333,1.6444444444444444,250.0,bursting,bursting,87,79,17.4,15.8,0.29221089205890477,0.2920365062167734,0.47144859749466667,0.5569553908461633,27.038482685204077,27.372240527591078
0.018333333333333333,1.6444444444444444,266.6666666666667,bursting,bursting,79,76,15.8,12.666666666666666,0.2768499375011892,0.2718983024439046,0.49029600570297616,0.559635810626725,27.05052500967531,27.713514154697975
0.018333333333333333,1.6444444444444444,283.33333333333337,bursting,bursting,75,74,12.5,14.8,0.2606322724205632,0.2546491828649035,0.5640543551541511,0.49783866420032596,27.687546282200316,27.142240272399963
0.018333333333333333,1.6444444444444444,300.0,bursting,bursting,73,68,12.166666666666666,11.333333333333334,0.24810389817966277,0.24936973770053852,0.6413675639474017,0.5631737504931911,27.30462747347292,27.088974251960042
0.018333333333333333,1.6444444444444444,316.6666666666667,bursting,bursting,72,68,12.0,13.6,0.24190963755879688,0.2374355972501866,0.567336717687383,0.5001562197308168,27.580676057375356,27.168416872758645
0.018333333333333333,1.6444444444444444,333.33333333333337,bursting,bursting,65,67,10.833333333333334,11.166666666666666,0.21822249856037773,0.227283290604597,0.6477201897500665,0.5648626662434901,27.547821333411054,27.41541295491442
0.018333333333333333,1.6444444444444444,350.0,bursting,bursting,66,57,11.0,11.4,0.22141562928042405,0.21514541301064222,0.6201167665776189,0.5553200665693365,27.08319268538566,27.14034747879185
0.018333333333333333,1.7555555555555555,200.0,bursting,bursting,94,86,15.666666666666666,14.333333333333334,0.33213998952815316,0.3374035100265702,0.6875212026892237,0.6043742147257526,27.041630218498003,26.61617730999027
0.018333333333333333,1.7555555555555555,216.66666666666666,bursting,bursting,83,90,16.6,18.0,0.3024462241953501,0.2988358662244567,0.5517003389822598,0.46118504569318586,27.352327770990634,27.1676885285657
0.018333333333333333,1.7555555555555555,233.33333333333334,bursting,bursting,83,77,13.833333333333334,12.833333333333334,0.28601939235944496,0.2900874448744445,0.6522662360689282,0.5655043492035716,27.22643164086314,27.133474381666424
0.018333333333333333,1.7555555555555555,250.0,bursting,bursting,78,76,13.0,15.2,0.2707587381239245,0.26527089638646895,0.5724220307687536,0.49795596758561833,27.602050462072917,27.152528054965043
0.018333333333333333,1.7555555555555555,266.6666666666667,bursting,bursting,79,71,13.166666666666666,14.2,0.2608484005897348,0.25420410031792207,0.5831247426630748,0.5101686033141377,27.45110760236714,27.0901053647766
0.018333333333333333,1.7555555555555555,283.33333333333337,bursting,bursting,70,69,10.0,11.5,0.24053920549190186,0.24348430285319705,0.6957856390770054,0.6441391021263267,27.33101897235092,26.944273146222375
0.018333333333333333,1.7555555555555555,300.0,bursting,bursting,67,63,9.571428571428571,9.0,0.22418966943376686,0.22529167612477072,0.7613397260456353,0.6876131652047125,27.01879858879529,27.008234636959322
0.018333333333333333,1.7555555555555555,316.6666666666667,bursting,bursting,68,61,11.333333333333334,12.2,0.22116961353396328,0.2205116831053485,0.5907103508458651,0.5213376150532549,27.40716319317486,27.01987978660097
0.018333333333333333,1.7555555555555555,333.33333333333337,bursting,bursting,63,56,9.0,9.333333333333334,0.2024724149066223,0.2029930122511253,0.730781789565337,0.6878514762462387,27.103189393958854,26.979512947552017
0.018333333333333333,1.7555555555555555,350.0,bursting,bursting,60,60,10.0,10.0,0.20228485575918026,0.20198692551885192,0.6407925607973182,0.5631149155504176,27.18493774543255,27.399389901157768
0.018333333333333333,1.8666666666666667,200.0,bursting,bursting,87,79,17.4,15.8,0.29420241933999935,0.29373280212048647,0.4767522781367046,0.568715024694203,27.188301840800094,27.53946559112243
0.018333333333333333,1.8666666666666667,216.66666666666666,bursting,bursting,83,79,13.833333333333334,15.8,0.27763582438565726,0.2835402122370806,0.587629139658857,0.5052549699683484,27.693582900010956,27.219563319779468
0.018333333333333333,1.8666666666666667,233.33333333333334,bursting,bursting,80,72,13.333333333333334,14.4,0.2675490462799253,0.2628859713313375,0.6031565952693796,0.5241439597695119,27.445791234411583,27.324115064138706
0.018333333333333333,1.8666666666666667,250.0,bursting,bursting,74,68,12.333333333333334,11.333333333333334,0.25100388273922447,0.2426950296037489,0.6073673848236474,0.6964804512790392,27.234411577320778,27.63429320582125
0.018333333333333333,1.8666666666666667,266.6666666666667,bursting,bursting,70,65,11.666666666666666,10.833333333333334,0.23764890945468503,0.22791976578975262,0.6167419919831697,0.5454443173176861,27.64947785286787,27.60647667940288
0.018333333333333333,1.8666666666666667,283.33333333333337,bursting,bursting,67,66,7.444444444444445,7.333333333333333,0.21763851296090952,0.21918109123704332,0.8847576954490947,0.8842808201041814,26.542456259306956,26.48439137309014
0.018333333333333333,1.8666666666666667,300.0,bursting,bursting,64,61,10.666666666666666,10.166666666666666,0.21657927142616656,0.20957310054851397,0.6199134429041425,0.5468633634223998,27.54340403549099,27.521048251045485
0.018333333333333333,1.8666666666666667,316.6666666666667,bursting,bursting,57,62,9.5,10.333333333333334,0.20372118259706729,0.20880148790112915,0.5435547284683391,0.6140827703360568,27.1282639130422,27.31543006181861
0.018333333333333333,1.8666666666666667,333.33333333333337,bursting,bursting,59,56,9.833333333333334,9.333333333333334,0.19811422431587294,0.18809995676574098,0.6135548653386674,0.545906528825012,27.537700081608556,27.647179281178172
0.018333333333333333,1.8666666666666667,350.0,bursting,bursting,56,58,9.333333333333334,9.666666666666666,0.19151531267635694,0.1884840688651234,0.6388146115782827,0.5647566482013623,27.08299407115994,27.2129333070899
0.018333333333333333,1.9777777777777779,200.0,bursting,bursting,84,76,14.0,15.2,0.27032971992538435,0.2704580744525965,0.6012374688679296,0.5153477787306356,27.68305300458922,27.48063732914441
